caso_id;tipo;club_base;nombre_raw;nombre_norm;en_mapeo;destino_mapeo;partidos;temporadas;sugerencia;nota
c0069;club_varios_nombres;PLATENSE;PLATENSE MARRON;PLATENSE MARRON;False;;555;2023,2024,2025,2026;PLATENSE MARRON;2 nombres normalizados distintos bajo «PLATENSE». Puede ser varias categorías (A/B) o alias sin unificar.
c0069;club_varios_nombres;PLATENSE;PLATENSE BLANCO;PLATENSE BLANCO;False;;512;2023,2024,2025,2026;PLATENSE MARRON;2 nombres normalizados distintos bajo «PLATENSE». Puede ser varias categorías (A/B) o alias sin unificar.
c0070;club_varios_nombres;PORTEÑO;PORTEÑO AZUL A;PORTEÑO AZUL A;False;;169;2025;PORTEÑO AZUL A;2 nombres normalizados distintos bajo «PORTEÑO». Puede ser varias categorías (A/B) o alias sin unificar.
c0070;club_varios_nombres;PORTEÑO;PORTEÑO BLANCO B;PORTEÑO BLANCO B;False;;135;2025;PORTEÑO AZUL A;2 nombres normalizados distintos bajo «PORTEÑO». Puede ser varias categorías (A/B) o alias sin unificar.
c0071;una_temporada;SPORTIVO ESCOBAR;CLUB SPORTIVO ESCOBAR;SPORTIVO ESCOBAR;True;SPORTIVO ESCOBAR;74;2023;SPORTIVO ESCOBAR;«CLUB SPORTIVO ESCOBAR» solo en 2023. ¿Mapear a «SPORTIVO ESCOBAR»?
c0071;una_temporada;SPORTIVO ESCOBAR;SPORTIVO ESCOBAR;SPORTIVO ESCOBAR;False;;452;2023,2024,2025,2026;SPORTIVO ESCOBAR;«CLUB SPORTIVO ESCOBAR» solo en 2023. ¿Mapear a «SPORTIVO ESCOBAR»?
c0072;club_varios_nombres;U.V.V.A UNION VECINAL VILLA ADELINA;U.V.V.A UNION VECINAL VILLA ADELINA;U.V.V.A UNION VECINAL VILLA ADELINA;False;;205;2025,2026;U.V.V.A UNION VECINAL VILLA ADELINA;2 nombres normalizados distintos bajo «U.V.V.A UNION VECINAL VILLA ADELINA». Puede ser varias categorías (A/B) o alias sin unificar.
c0072;club_varios_nombres;U.V.V.A UNION VECINAL VILLA ADELINA;"U.V.V.A UNION VECINAL VILLA ADELINA ""AZUL""";"U.V.V.A UNION VECINAL VILLA ADELINA ""AZUL""";False;;6;2026;U.V.V.A UNION VECINAL VILLA ADELINA;2 nombres normalizados distintos bajo «U.V.V.A UNION VECINAL VILLA ADELINA». Puede ser varias categorías (A/B) o alias sin unificar.
c0073;club_varios_nombres;VELEZ SARSFIELD;VELEZ SARSFIELD BLANCO;VELEZ SARSFIELD BLANCO;False;;337;2023,2024;VELEZ SARSFIELD BLANCO;2 nombres normalizados distintos bajo «VELEZ SARSFIELD». Puede ser varias categorías (A/B) o alias sin unificar.
c0073;club_varios_nombres;VELEZ SARSFIELD;VELEZ SARSFIELD AZUL;VELEZ SARSFIELD AZUL;False;;307;2023,2024;VELEZ SARSFIELD BLANCO;2 nombres normalizados distintos bajo «VELEZ SARSFIELD». Puede ser varias categorías (A/B) o alias sin unificar.
