año,region,equipo,win_pct,partidos
2022,SUR,BOCA JUNIORS AZUL,0.875,40
2022,SUR,BURZACO FC A,0.43137254901960786,102
2022,SUR,CAÑUELAS FC,0.6635514018691588,107
2022,SUR,CLUB  ATLETICO Y PROGRESO DE BRANDSEN,0.4803921568627451,102
2022,SUR,CLUB  SOCIAL  ALEJANDRO  KORN,0.5961538461538461,104
2022,SUR,CLUB ATLETICO BERNAL,0.3541666666666667,96
2022,SUR,CLUB ATLETICO PAMPERO,0.21875,96
2022,SUR,CLUB EL FOGON,0.23170731707317074,82
2022,SUR,CLUB GIMNASIA Y ESGRIMA LA PLATA AZUL,0.9142857142857143,105
2022,SUR,CLUB GIMNASIA Y ESGRIMA LA PLATA BLANCO,0.6129032258064516,93
2022,SUR,CLUB SOCIAL EZEIZA,0.47115384615384615,104
2022,SUR,COLON FC,0.4375,96
2022,SUR,COOPERARIOS,0.6666666666666666,99
2022,SUR,COUNTRY CIB,0.24,100
2022,SUR,DEFENSORES DE BANFIELD,0.5660377358490566,106
2022,SUR,DEFENSORES DE GLEW,0.2,100
2022,SUR,G.E DE LOMAS DE ZAMORA A,0.825,40
2022,SUR,G.E DE LOMAS DE ZAMORA B,0.5106382978723404,94
2022,SUR,GUILLON BASQUET,0.7663551401869159,107
2022,SUR,INDEPENDIENTE,0.580952380952381,105
2022,SUR,INDEPENDIENTE DE BURZACO,0.2871287128712871,101
2022,SUR,JUVENTUD UNIDA,0.5555555555555556,108
2022,SUR,LA UNION,0.3434343434343434,99
2022,SUR,LANUS A,0.775,40
2022,SUR,LANUS B,0.25,100
2022,SUR,LOBOS  ATHLETIC  CLUB,0.6582278481012658,79
2022,SUR,LOBOS ATHLETIC CLUB,0.4230769230769231,26
2022,SUR,LOS ANDES,0.7373737373737373,99
2022,SUR,MONTE GRANDE,0.37254901960784315,102
2022,SUR,MORENO DE QUILMES,0.5909090909090909,66
2022,SUR,MUNICIPALIDAD DE AVELLANEDA,0.3764705882352941,85
