anio,categoria,fase,ronda,nivel,zona,grupo,jornada,fecha,local,ptsL,visitante,ptsV,diferencia,ganador,perdedor,is_forfeit,age_group,genero
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,OESTE,B,5,7/8/2022,CIUDADELA NORTE,70,MORON B,26,44,CIUDADELA NORTE,MORON B,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,OESTE,B,5,7/8/2022,HURACAN DE SAN JUSTO BLANCO,11,UNLAM A,64,53,UNLAM A,HURACAN DE SAN JUSTO BLANCO,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,OESTE,B,5,7/8/2022,SAN MIGUEL A,20,GEI B,0,20,SAN MIGUEL A,GEI B,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,OESTE,B,5,7/8/2022,EL PALOMAR,20,A.F.A.L.P. B,0,20,EL PALOMAR,A.F.A.L.P. B,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,OESTE,B,6,14/8/2022,EL PALOMAR,37,CIUDADELA NORTE,45,8,CIUDADELA NORTE,EL PALOMAR,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,OESTE,B,6,14/8/2022,A.F.A.L.P. B,0,SAN MIGUEL A,20,20,SAN MIGUEL A,A.F.A.L.P. B,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,OESTE,B,6,14/8/2022,GEI B,30,HURACAN DE SAN JUSTO BLANCO,36,6,HURACAN DE SAN JUSTO BLANCO,GEI B,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,OESTE,B,6,14/8/2022,UNLAM A,47,MORON B,34,13,UNLAM A,MORON B,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,OESTE,B,7,28/8/2022,CIUDADELA NORTE,43,UNLAM A,48,5,UNLAM A,CIUDADELA NORTE,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,OESTE,B,7,28/8/2022,MORON B,76,GEI B,27,49,MORON B,GEI B,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,OESTE,B,7,28/8/2022,HURACAN DE SAN JUSTO BLANCO,21,A.F.A.L.P. B,32,11,A.F.A.L.P. B,HURACAN DE SAN JUSTO BLANCO,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,OESTE,B,7,28/8/2022,SAN MIGUEL A,61,EL PALOMAR,23,38,SAN MIGUEL A,EL PALOMAR,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,OESTE,B,8,4/9/2022,SAN MIGUEL A,59,CIUDADELA NORTE,10,49,SAN MIGUEL A,CIUDADELA NORTE,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,OESTE,B,8,4/9/2022,HURACAN DE SAN JUSTO BLANCO,13,EL PALOMAR,54,41,EL PALOMAR,HURACAN DE SAN JUSTO BLANCO,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,OESTE,B,8,4/9/2022,MORON B,20,A.F.A.L.P. B,0,20,MORON B,A.F.A.L.P. B,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,OESTE,B,8,4/9/2022,UNLAM A,55,GEI B,16,39,UNLAM A,GEI B,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,OESTE,B,9,11/9/2022,CIUDADELA NORTE,20,GEI B,0,20,CIUDADELA NORTE,GEI B,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,OESTE,B,9,11/9/2022,A.F.A.L.P. B,13,UNLAM A,44,31,UNLAM A,A.F.A.L.P. B,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,OESTE,B,9,11/9/2022,EL PALOMAR,43,MORON B,47,4,MORON B,EL PALOMAR,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,OESTE,B,9,11/9/2022,SAN MIGUEL A,99,HURACAN DE SAN JUSTO BLANCO,14,85,SAN MIGUEL A,HURACAN DE SAN JUSTO BLANCO,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,OESTE,B,10,18/9/2022,HURACAN DE SAN JUSTO BLANCO,0,CIUDADELA NORTE,20,20,CIUDADELA NORTE,HURACAN DE SAN JUSTO BLANCO,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,OESTE,B,10,18/9/2022,MORON B,43,SAN MIGUEL A,78,35,SAN MIGUEL A,MORON B,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,OESTE,B,10,18/9/2022,UNLAM A,43,EL PALOMAR,32,11,UNLAM A,EL PALOMAR,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,OESTE,B,10,18/9/2022,GEI B,12,A.F.A.L.P. B,36,24,A.F.A.L.P. B,GEI B,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,OESTE,B,11,25/9/2022,CIUDADELA NORTE,20,A.F.A.L.P. B,0,20,CIUDADELA NORTE,A.F.A.L.P. B,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,OESTE,B,11,25/9/2022,EL PALOMAR,20,GEI B,0,20,EL PALOMAR,GEI B,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,OESTE,B,11,25/9/2022,SAN MIGUEL A,44,UNLAM A,30,14,SAN MIGUEL A,UNLAM A,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,OESTE,B,11,25/9/2022,HURACAN DE SAN JUSTO BLANCO,12,MORON B,52,40,MORON B,HURACAN DE SAN JUSTO BLANCO,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,OESTE,B,12,2/10/2022,MORON B,51,CIUDADELA NORTE,34,17,MORON B,CIUDADELA NORTE,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,OESTE,B,12,2/10/2022,UNLAM A,43,HURACAN DE SAN JUSTO BLANCO,21,22,UNLAM A,HURACAN DE SAN JUSTO BLANCO,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,OESTE,B,12,2/10/2022,GEI B,8,SAN MIGUEL A,55,47,SAN MIGUEL A,GEI B,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,OESTE,B,12,2/10/2022,A.F.A.L.P. B,28,EL PALOMAR,58,30,EL PALOMAR,A.F.A.L.P. B,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,OESTE,B,13,23/10/2022,CIUDADELA NORTE,48,EL PALOMAR,39,9,CIUDADELA NORTE,EL PALOMAR,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,OESTE,B,13,23/10/2022,SAN MIGUEL A,83,A.F.A.L.P. B,8,75,SAN MIGUEL A,A.F.A.L.P. B,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,OESTE,B,13,23/10/2022,HURACAN DE SAN JUSTO BLANCO,0,GEI B,20,20,GEI B,HURACAN DE SAN JUSTO BLANCO,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,OESTE,B,13,23/10/2022,MORON B,48,UNLAM A,42,6,MORON B,UNLAM A,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,OESTE,B,14,6/11/2022,UNLAM A,57,CIUDADELA NORTE,38,19,UNLAM A,CIUDADELA NORTE,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,OESTE,B,14,6/11/2022,GEI B,31,MORON B,64,33,MORON B,GEI B,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,OESTE,B,14,6/11/2022,A.F.A.L.P. B,0,HURACAN DE SAN JUSTO BLANCO,20,20,HURACAN DE SAN JUSTO BLANCO,A.F.A.L.P. B,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,OESTE,B,14,6/11/2022,EL PALOMAR,33,SAN MIGUEL A,46,13,SAN MIGUEL A,EL PALOMAR,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,SUR,A,1,26/6/2022,SPORTIVO ALSINA,28,CLUB EL FOGON,31,3,CLUB EL FOGON,SPORTIVO ALSINA,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,SUR,A,1,26/6/2022,TAPONAZO FUTBOL CLUB,67,DEFENSORES DE BANFIELD,42,25,TAPONAZO FUTBOL CLUB,DEFENSORES DE BANFIELD,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,SUR,A,1,26/6/2022,COOPERARIOS DE QUILMES,8,CLUB GIMNASIA Y ESGRIMA LA PLATA B,100,92,CLUB GIMNASIA Y ESGRIMA LA PLATA B,COOPERARIOS DE QUILMES,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,SUR,A,1,26/6/2022,BOCA JUNIORS B,25,VILLEGAS BASQUET,67,42,VILLEGAS BASQUET,BOCA JUNIORS B,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,SUR,A,2,3/7/2022,BOCA JUNIORS B,43,SPORTIVO ALSINA,20,23,BOCA JUNIORS B,SPORTIVO ALSINA,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,SUR,A,2,3/7/2022,VILLEGAS BASQUET,72,COOPERARIOS DE QUILMES,16,56,VILLEGAS BASQUET,COOPERARIOS DE QUILMES,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,SUR,A,2,3/7/2022,CLUB GIMNASIA Y ESGRIMA LA PLATA B,46,TAPONAZO FUTBOL CLUB,67,21,TAPONAZO FUTBOL CLUB,CLUB GIMNASIA Y ESGRIMA LA PLATA B,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,SUR,A,2,3/7/2022,DEFENSORES DE BANFIELD,51,CLUB EL FOGON,37,14,DEFENSORES DE BANFIELD,CLUB EL FOGON,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,SUR,A,3,10/7/2022,SPORTIVO ALSINA,20,DEFENSORES DE BANFIELD,0,20,SPORTIVO ALSINA,DEFENSORES DE BANFIELD,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,SUR,A,3,10/7/2022,CLUB EL FOGON,46,CLUB GIMNASIA Y ESGRIMA LA PLATA B,57,11,CLUB GIMNASIA Y ESGRIMA LA PLATA B,CLUB EL FOGON,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,SUR,A,3,10/7/2022,TAPONAZO FUTBOL CLUB,76,VILLEGAS BASQUET,75,1,TAPONAZO FUTBOL CLUB,VILLEGAS BASQUET,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,SUR,A,3,10/7/2022,COOPERARIOS DE QUILMES,12,BOCA JUNIORS B,66,54,BOCA JUNIORS B,COOPERARIOS DE QUILMES,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,SUR,A,4,17/7/2022,COOPERARIOS DE QUILMES,11,SPORTIVO ALSINA,69,58,SPORTIVO ALSINA,COOPERARIOS DE QUILMES,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,SUR,A,4,17/7/2022,TAPONAZO FUTBOL CLUB,58,BOCA JUNIORS B,88,30,BOCA JUNIORS B,TAPONAZO FUTBOL CLUB,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,SUR,A,4,17/7/2022,VILLEGAS BASQUET,50,CLUB EL FOGON,38,12,VILLEGAS BASQUET,CLUB EL FOGON,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,SUR,A,4,17/7/2022,CLUB GIMNASIA Y ESGRIMA LA PLATA B,51,DEFENSORES DE BANFIELD,64,13,DEFENSORES DE BANFIELD,CLUB GIMNASIA Y ESGRIMA LA PLATA B,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,SUR,A,5,7/8/2022,SPORTIVO ALSINA,40,CLUB GIMNASIA Y ESGRIMA LA PLATA B,53,13,CLUB GIMNASIA Y ESGRIMA LA PLATA B,SPORTIVO ALSINA,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,SUR,A,5,7/8/2022,DEFENSORES DE BANFIELD,27,VILLEGAS BASQUET,36,9,VILLEGAS BASQUET,DEFENSORES DE BANFIELD,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,SUR,A,5,7/8/2022,CLUB EL FOGON,37,BOCA JUNIORS B,35,2,CLUB EL FOGON,BOCA JUNIORS B,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,SUR,A,5,7/8/2022,TAPONAZO FUTBOL CLUB,90,COOPERARIOS DE QUILMES,21,69,TAPONAZO FUTBOL CLUB,COOPERARIOS DE QUILMES,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,SUR,A,6,14/8/2022,TAPONAZO FUTBOL CLUB,20,SPORTIVO ALSINA,0,20,TAPONAZO FUTBOL CLUB,SPORTIVO ALSINA,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,SUR,A,6,14/8/2022,COOPERARIOS DE QUILMES,17,CLUB EL FOGON,55,38,CLUB EL FOGON,COOPERARIOS DE QUILMES,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,SUR,A,6,14/8/2022,BOCA JUNIORS B,22,DEFENSORES DE BANFIELD,54,32,DEFENSORES DE BANFIELD,BOCA JUNIORS B,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,SUR,A,6,14/8/2022,VILLEGAS BASQUET,71,CLUB GIMNASIA Y ESGRIMA LA PLATA B,40,31,VILLEGAS BASQUET,CLUB GIMNASIA Y ESGRIMA LA PLATA B,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,SUR,A,7,28/8/2022,SPORTIVO ALSINA,35,VILLEGAS BASQUET,75,40,VILLEGAS BASQUET,SPORTIVO ALSINA,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,SUR,A,7,28/8/2022,CLUB GIMNASIA Y ESGRIMA LA PLATA B,54,BOCA JUNIORS B,24,30,CLUB GIMNASIA Y ESGRIMA LA PLATA B,BOCA JUNIORS B,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,SUR,A,7,28/8/2022,DEFENSORES DE BANFIELD,63,COOPERARIOS DE QUILMES,8,55,DEFENSORES DE BANFIELD,COOPERARIOS DE QUILMES,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,SUR,A,7,28/8/2022,CLUB EL FOGON,45,TAPONAZO FUTBOL CLUB,52,7,TAPONAZO FUTBOL CLUB,CLUB EL FOGON,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,SUR,A,8,4/9/2022,CLUB EL FOGON,50,SPORTIVO ALSINA,47,3,CLUB EL FOGON,SPORTIVO ALSINA,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,SUR,A,8,4/9/2022,DEFENSORES DE BANFIELD,44,TAPONAZO FUTBOL CLUB,69,25,TAPONAZO FUTBOL CLUB,DEFENSORES DE BANFIELD,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,SUR,A,8,4/9/2022,CLUB GIMNASIA Y ESGRIMA LA PLATA B,72,COOPERARIOS DE QUILMES,13,59,CLUB GIMNASIA Y ESGRIMA LA PLATA B,COOPERARIOS DE QUILMES,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,SUR,A,8,4/9/2022,VILLEGAS BASQUET,64,BOCA JUNIORS B,35,29,VILLEGAS BASQUET,BOCA JUNIORS B,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,SUR,A,9,11/9/2022,SPORTIVO ALSINA,46,BOCA JUNIORS B,21,25,SPORTIVO ALSINA,BOCA JUNIORS B,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,SUR,A,9,11/9/2022,COOPERARIOS DE QUILMES,10,VILLEGAS BASQUET,83,73,VILLEGAS BASQUET,COOPERARIOS DE QUILMES,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,SUR,A,9,11/9/2022,TAPONAZO FUTBOL CLUB,65,CLUB GIMNASIA Y ESGRIMA LA PLATA B,40,25,TAPONAZO FUTBOL CLUB,CLUB GIMNASIA Y ESGRIMA LA PLATA B,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,SUR,A,9,11/9/2022,CLUB EL FOGON,31,DEFENSORES DE BANFIELD,61,30,DEFENSORES DE BANFIELD,CLUB EL FOGON,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,SUR,A,10,18/9/2022,DEFENSORES DE BANFIELD,55,SPORTIVO ALSINA,25,30,DEFENSORES DE BANFIELD,SPORTIVO ALSINA,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,SUR,A,10,18/9/2022,CLUB GIMNASIA Y ESGRIMA LA PLATA B,0,CLUB EL FOGON,20,20,CLUB EL FOGON,CLUB GIMNASIA Y ESGRIMA LA PLATA B,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,SUR,A,10,18/9/2022,VILLEGAS BASQUET,66,TAPONAZO FUTBOL CLUB,26,40,VILLEGAS BASQUET,TAPONAZO FUTBOL CLUB,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,SUR,A,10,18/9/2022,BOCA JUNIORS B,59,COOPERARIOS DE QUILMES,34,25,BOCA JUNIORS B,COOPERARIOS DE QUILMES,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,SUR,A,11,25/9/2022,SPORTIVO ALSINA,0,COOPERARIOS DE QUILMES,20,20,COOPERARIOS DE QUILMES,SPORTIVO ALSINA,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,SUR,A,11,25/9/2022,BOCA JUNIORS B,16,TAPONAZO FUTBOL CLUB,77,61,TAPONAZO FUTBOL CLUB,BOCA JUNIORS B,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,SUR,A,11,25/9/2022,CLUB EL FOGON,39,VILLEGAS BASQUET,67,28,VILLEGAS BASQUET,CLUB EL FOGON,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,SUR,A,11,25/9/2022,DEFENSORES DE BANFIELD,48,CLUB GIMNASIA Y ESGRIMA LA PLATA B,62,14,CLUB GIMNASIA Y ESGRIMA LA PLATA B,DEFENSORES DE BANFIELD,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,SUR,A,12,2/10/2022,CLUB GIMNASIA Y ESGRIMA LA PLATA B,57,SPORTIVO ALSINA,55,2,CLUB GIMNASIA Y ESGRIMA LA PLATA B,SPORTIVO ALSINA,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,SUR,A,12,2/10/2022,VILLEGAS BASQUET,69,DEFENSORES DE BANFIELD,43,26,VILLEGAS BASQUET,DEFENSORES DE BANFIELD,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,SUR,A,12,2/10/2022,BOCA JUNIORS B,40,CLUB EL FOGON,49,9,CLUB EL FOGON,BOCA JUNIORS B,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,SUR,A,12,2/10/2022,COOPERARIOS DE QUILMES,12,TAPONAZO FUTBOL CLUB,76,64,TAPONAZO FUTBOL CLUB,COOPERARIOS DE QUILMES,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,SUR,A,13,23/10/2022,SPORTIVO ALSINA,42,TAPONAZO FUTBOL CLUB,63,21,TAPONAZO FUTBOL CLUB,SPORTIVO ALSINA,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,SUR,A,13,23/10/2022,CLUB EL FOGON,76,COOPERARIOS DE QUILMES,17,59,CLUB EL FOGON,COOPERARIOS DE QUILMES,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,SUR,A,13,23/10/2022,DEFENSORES DE BANFIELD,61,BOCA JUNIORS B,27,34,DEFENSORES DE BANFIELD,BOCA JUNIORS B,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,SUR,A,13,23/10/2022,CLUB GIMNASIA Y ESGRIMA LA PLATA B,42,VILLEGAS BASQUET,52,10,VILLEGAS BASQUET,CLUB GIMNASIA Y ESGRIMA LA PLATA B,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,SUR,A,14,6/11/2022,VILLEGAS BASQUET,55,SPORTIVO ALSINA,20,35,VILLEGAS BASQUET,SPORTIVO ALSINA,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,SUR,A,14,6/11/2022,BOCA JUNIORS B,42,CLUB GIMNASIA Y ESGRIMA LA PLATA B,56,14,CLUB GIMNASIA Y ESGRIMA LA PLATA B,BOCA JUNIORS B,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,SUR,A,14,6/11/2022,COOPERARIOS DE QUILMES,20,DEFENSORES DE BANFIELD,74,54,DEFENSORES DE BANFIELD,COOPERARIOS DE QUILMES,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,SUR,A,14,6/11/2022,TAPONAZO FUTBOL CLUB,68,CLUB EL FOGON,38,30,TAPONAZO FUTBOL CLUB,CLUB EL FOGON,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,SUR,B,1,26/6/2022,COLON FC,60,LOBOS ATHLETIC CLUB,62,2,LOBOS ATHLETIC CLUB,COLON FC,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,SUR,B,1,26/6/2022,SOCIAL LANUS,58,LOS ANDES,26,32,SOCIAL LANUS,LOS ANDES,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,SUR,B,1,26/6/2022,INDEPENDIENTE DE BURZACO,44,G.E DE LOMAS DE ZAMORA B,27,17,INDEPENDIENTE DE BURZACO,G.E DE LOMAS DE ZAMORA B,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,SUR,B,1,26/6/2022,CLUB SOCIAL ALEJANDRO KORN,102,CLUB SOCIAL EZEIZA,22,80,CLUB SOCIAL ALEJANDRO KORN,CLUB SOCIAL EZEIZA,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,SUR,B,2,3/7/2022,COLON FC,33,CLUB SOCIAL ALEJANDRO KORN,72,39,CLUB SOCIAL ALEJANDRO KORN,COLON FC,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,SUR,B,2,3/7/2022,CLUB SOCIAL EZEIZA,0,INDEPENDIENTE DE BURZACO,20,20,INDEPENDIENTE DE BURZACO,CLUB SOCIAL EZEIZA,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,SUR,B,2,3/7/2022,G.E DE LOMAS DE ZAMORA B,31,SOCIAL LANUS,39,8,SOCIAL LANUS,G.E DE LOMAS DE ZAMORA B,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,SUR,B,2,3/7/2022,LOS ANDES,6,LOBOS ATHLETIC CLUB,64,58,LOBOS ATHLETIC CLUB,LOS ANDES,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,SUR,B,3,10/7/2022,COLON FC,52,LOS ANDES,34,18,COLON FC,LOS ANDES,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,SUR,B,3,10/7/2022,LOBOS ATHLETIC CLUB,53,G.E DE LOMAS DE ZAMORA B,15,38,LOBOS ATHLETIC CLUB,G.E DE LOMAS DE ZAMORA B,False,INFANTILES MASCULINO,MASCULINO
2022,INFANTILES MASCULINO,Fase Regular,2da Fase,2,SUR,B,3,10/7/2022,SOCIAL LANUS,47,CLUB SOCIAL EZEIZA,37,10,SOCIAL LANUS,CLUB SOCIAL EZEIZA,False,INFANTILES MASCULINO,MASCULINO
