categoria,anio_anterior,anio_actual,equipo,movimiento,zona_anterior,zona_actual
MINI,2025,2026,CLUB  SOCIAL Y  DEPORTIVO TAMBEROS UNIDOS,BAJA,SUR,
MINI,2025,2026,CLUB 3 DE FEBRERO AZUL B,BAJA,NORTE,
MINI,2025,2026,CLUB 3 DE FEBRERO BLANCO A,BAJA,NORTE,
MINI,2025,2026,CLUB 3 DE FEBRERO CELESTE C,BAJA,NORTE,
MINI,2025,2026,CLUB ATLETICO PILAR,BAJA,NORTE,
MINI,2025,2026,CLUB EL FOGON,BAJA,SUR,
MINI,2025,2026,"CLUB GIMNASIA Y ESGRIMA LA PLATA AZUL ""A""",BAJA,SUR,
MINI,2025,2026,CLUB PORTUGUES DEL GRAN BUENOS AIRES,BAJA,OESTE,
MINI,2025,2026,CLUB SOCIAL EZEIZA,BAJA,SUR,
MINI,2025,2026,CLUB SOCIAL Y DEPORTIVO NAHUEL,BAJA,SUR,
MINI,2025,2026,CLUB SPORTIVO PILAR,BAJA,NORTE,
MINI,2025,2026,COMUNICACIONES,BAJA,NORTE,
MINI,2025,2026,DEFENSORES DE HURLINGHAM  BLANCO B,BAJA,OESTE,
MINI,2025,2026,DEFENSORES DE HURLINGHAM VERDE A,BAJA,OESTE,
MINI,2025,2026,DEFENSORES DE MORENO NEGRO,BAJA,OESTE,
MINI,2025,2026,DEFENSORES DE MORENO ROJO,BAJA,OESTE,
MINI,2025,2026,DEP. MORON BLANCO,BAJA,OESTE,
MINI,2025,2026,DEP. MORON ROJO,BAJA,OESTE,
MINI,2025,2026,ESTUDIANTIL PORTEÑO A,BAJA,OESTE,
MINI,2025,2026,FERROCARRIL OESTE BLANCO (B),BAJA,CENTRO,
MINI,2025,2026,FERROCARRIL OESTE NARANJA (C),BAJA,CENTRO,
MINI,2025,2026,FERROCARRIL OESTE VERDE (A),BAJA,CENTRO,
MINI,2025,2026,INDEPENDIENTE ROJO,BAJA,SUR,
MINI,2025,2026,INDIOS U11 BLANCO,BAJA,OESTE,
MINI,2025,2026,INDIOS U11 NEGRO,BAJA,OESTE,
MINI,2025,2026,LOBOS ATHLETIC CLUB,BAJA,SUR,
MINI,2025,2026,MONTE GRANDE A  ROJO,BAJA,SUR,
MINI,2025,2026,MONTE GRANDE B NEGRO,BAJA,SUR,
MINI,2025,2026,MORON BLANCO,BAJA,OESTE,
MINI,2025,2026,MORON ROJO,BAJA,OESTE,
MINI,2025,2026,PASO DEL REY SOCIAL CLUB,BAJA,OESTE,
MINI,2025,2026,PEDRO ECHAGUE AMARILLO B,BAJA,CENTRO,
MINI,2025,2026,PEDRO ECHAGUE AZUL A,BAJA,CENTRO,
MINI,2025,2026,PORTEÑO AZUL A,BAJA,OESTE,
MINI,2025,2026,PORTEÑO BLANCO B,BAJA,OESTE,
MINI,2025,2026,QUILMES A.C.,BAJA,SUR,
MINI,2025,2026,SAN FERNANDO AZUL (A),BAJA,NORTE,
MINI,2025,2026,SAN FERNANDO BLANCO (B),BAJA,NORTE,
MINI,2025,2026,SITAS,BAJA,OESTE,
MINI,2025,2026,"VICTORIA BLANCO ""B""",BAJA,NORTE,
MINI,2025,2026,"VICTORIA NEGRO ""A""",BAJA,NORTE,
MINI,2025,2026,VILLEGAS BASQUET,BAJA,SUR,
MINI,2025,2026,ARMENIA,CAMBIO_REGION,CENTRO-OESTE,CENTRO
MINI,2025,2026,ATENEO POPULAR VERSAILLES,CAMBIO_REGION,OESTE,CENTRO
MINI,2025,2026,CIUDAD DE BUENOS AIRES AZUL A,CAMBIO_REGION,NORTE,CENTRO
MINI,2025,2026,CLARIDAD,CAMBIO_REGION,CENTRO-OESTE,OESTE
MINI,2025,2026,COLEGIALES BLANCO,CAMBIO_REGION,NORTE,CENTRO
MINI,2025,2026,COLEGIALES NEGRO,CAMBIO_REGION,CENTRO,NORTE
MINI,2025,2026,COPELLO,CAMBIO_REGION,NORTE,CENTRO
MINI,2025,2026,"DEPORTIVO CROVARA  ""A""",CAMBIO_REGION,CENTRO-OESTE,CENTRO
MINI,2025,2026,EL TALAR,CAMBIO_REGION,CENTRO,NORTE
MINI,2025,2026,ESTRELLA DE BOEDO,CAMBIO_REGION,CENTRO-OESTE,CENTRO
MINI,2025,2026,GEVP BLANCO A,CAMBIO_REGION,OESTE,NORTE
MINI,2025,2026,GEVP CELESTE B,CAMBIO_REGION,OESTE,CENTRO
MINI,2025,2026,"JOSE HERNANDEZ ""A""",CAMBIO_REGION,CENTRO-OESTE,CENTRO
MINI,2025,2026,NAUTICO BUCHARDO B,CAMBIO_REGION,NORTE,CENTRO
MINI,2025,2026,SAN ANDRES,CAMBIO_REGION,NORTE,CENTRO
MINI,2025,2026,UNIVERSIDAD DE LA MATANZA,CAMBIO_REGION,CENTRO,OESTE
MINI,2025,2026,VELEZ SARSFIELD AZUL - B,CAMBIO_REGION,CENTRO-OESTE,OESTE
MINI,2025,2026,VELEZ SARSFIELD BLANCO - A,CAMBIO_REGION,OESTE,CENTRO
PREMINI,2025,2026,3 DE FEBRERO AZUL B,NUEVO,,NORTE
PREMINI,2025,2026,3 DE FEBRERO BLANCO A,NUEVO,,NORTE
PREMINI,2025,2026,3 DE FEBRERO CELESTE C,NUEVO,,NORTE
PREMINI,2025,2026,ALL BOYS NEGRO,NUEVO,,CENTRO
PREMINI,2025,2026,ARQUITECTURA BLANCO B,NUEVO,,CENTRO
PREMINI,2025,2026,ATLETICO PILAR,NUEVO,,NORTE
PREMINI,2025,2026,BECCAR AZUL,NUEVO,,NORTE
PREMINI,2025,2026,BOCA JUNIORS AMARILLO B,NUEVO,,SUR
PREMINI,2025,2026,BOCA JUNIORS AZUL A,NUEVO,,SUR
PREMINI,2025,2026,BURZACO FC A,NUEVO,,SUR
PREMINI,2025,2026,CAZA Y PESCA VERDE B,NUEVO,,NORTE
PREMINI,2025,2026,CIUDAD DE BUENOS AIRES B BLANCO,NUEVO,,NORTE
PREMINI,2025,2026,CLUB ATENEO INGENIERO RAVER,NUEVO,,NORTE
PREMINI,2025,2026,CLUB ATLETICO 9 DE JULIO DE LANUS,NUEVO,,SUR
PREMINI,2025,2026,CLUB GEI GRIS(C),NUEVO,,OESTE
PREMINI,2025,2026,COMUNICACIONES AMARILLO A,NUEVO,,CENTRO
PREMINI,2025,2026,COMUNICACIONES NEGRO B,NUEVO,,CENTRO
PREMINI,2025,2026,DEFENSORES DE HURLINGHAM BLANCO,NUEVO,,OESTE
PREMINI,2025,2026,DEFENSORES DE HURLINGHAM VERDE,NUEVO,,OESTE
PREMINI,2025,2026,DEFENSORES DE MORENO,NUEVO,,OESTE
PREMINI,2025,2026,DEPORTIVO MORON A,NUEVO,,OESTE
PREMINI,2025,2026,EL FOGON,NUEVO,,SUR
PREMINI,2025,2026,"ESTUDIANTIL PORTEÑO  ""A""",NUEVO,,OESTE
PREMINI,2025,2026,EZEIZA,NUEVO,,SUR
PREMINI,2025,2026,FERROCARRIL OESTE BLANCO,NUEVO,,CENTRO
PREMINI,2025,2026,FERROCARRIL OESTE NARANJA,NUEVO,,OESTE
PREMINI,2025,2026,FERROCARRIL OESTE VERDE,NUEVO,,CENTRO
PREMINI,2025,2026,GIMNASIA Y ESGRIMA LA PLATA A,NUEVO,,SUR
PREMINI,2025,2026,GIMNASIA Y ESGRIMA LA PLATA B,NUEVO,,SUR
PREMINI,2025,2026,INDEPENDIENTE,NUEVO,,SUR
PREMINI,2025,2026,INSTITUCION SARMIENTO VERDE,NUEVO,,OESTE
PREMINI,2025,2026,LOBOS PREMINI,NUEVO,,SUR
PREMINI,2025,2026,LOS INDIOS PREMINI A,NUEVO,,OESTE
PREMINI,2025,2026,LOS INDIOS PREMINI B,NUEVO,,OESTE
PREMINI,2025,2026,MONTE GRANDE B,NUEVO,,SUR
PREMINI,2025,2026,MONTE GRANDE ROJO A,NUEVO,,SUR
PREMINI,2025,2026,MORON BLANCO B,NUEVO,,OESTE
PREMINI,2025,2026,MORON ROJO A,NUEVO,,OESTE
PREMINI,2025,2026,MUNICIPALIDAD DE HURLINGHAM,NUEVO,,OESTE
PREMINI,2025,2026,PASO DEL REY,NUEVO,,OESTE
PREMINI,2025,2026,PEDRO ECHAGUE AMARILLO,NUEVO,,CENTRO
PREMINI,2025,2026,PEDRO ECHAGUE AZUL,NUEVO,,CENTRO
PREMINI,2025,2026,PORTEÑO ATLETICO CLUB  B,NUEVO,,OESTE
PREMINI,2025,2026,PORTEÑO ATLETICO CLUB AZUL,NUEVO,,OESTE
PREMINI,2025,2026,PORTUGUES DEL GRAN BUENOS AIRES,NUEVO,,OESTE
PREMINI,2025,2026,QUILMES ATLETICO CLUB,NUEVO,,SUR
PREMINI,2025,2026,SAN FERNANDO AZUL,NUEVO,,NORTE
PREMINI,2025,2026,SAN FERNANDO BLANCO,NUEVO,,NORTE
PREMINI,2025,2026,SITAS ROJO,NUEVO,,OESTE
PREMINI,2025,2026,SITAS VERDE,NUEVO,,OESTE
PREMINI,2025,2026,SPORTIVO PILAR BLANCO B,NUEVO,,NORTE
PREMINI,2025,2026,SPORTIVO PILAR PRE MINI,NUEVO,,NORTE
PREMINI,2025,2026,TAMBEROS UNIDOS,NUEVO,,SUR
PREMINI,2025,2026,U9 DEPORTIVO MORON B,NUEVO,,OESTE
PREMINI,2025,2026,UNION VILLEGAS,NUEVO,,SUR
PREMINI,2025,2026,VICTORIA BLANCO,NUEVO,,NORTE
PREMINI,2025,2026,VICTORIA NEGRO,NUEVO,,NORTE
PREMINI,2025,2026,ARGENTINO DE QUILMES,BAJA,SUR,
PREMINI,2025,2026,ARQUITECTURA BLANCO,BAJA,CENTRO,
PREMINI,2025,2026,BOCA JUNIORS A,BAJA,SUR,
PREMINI,2025,2026,BOCA JUNIORS AMARILLO,BAJA,SUR,
PREMINI,2025,2026,BURZACO FC AZUL A,BAJA,SUR,
PREMINI,2025,2026,BURZACO FC ROJO B,BAJA,SUR,
PREMINI,2025,2026,CAZA Y PESCA BLANCO B,BAJA,NORTE,
PREMINI,2025,2026,CIUDAD DE BUENOS AIRES BLANCO B,BAJA,NORTE,
PREMINI,2025,2026,CLUB  SOCIAL Y  DEPORTIVO TAMBEROS UNIDOS,BAJA,SUR,
PREMINI,2025,2026,CLUB 3 DE FEBRERO AZUL B,BAJA,NORTE,
PREMINI,2025,2026,CLUB 3 DE FEBRERO BLANCO A,BAJA,NORTE,
PREMINI,2025,2026,CLUB 3 DE FEBRERO CELESTE C,BAJA,NORTE,
PREMINI,2025,2026,CLUB ATLETICO PILAR,BAJA,NORTE,
PREMINI,2025,2026,CLUB EL FOGON,BAJA,SUR,
PREMINI,2025,2026,"CLUB GIMNASIA Y ESGRIMA LA PLATA AZUL ""A""",BAJA,SUR,
PREMINI,2025,2026,CLUB PORTUGUES DEL GRAN BUENOS AIRES,BAJA,OESTE,
PREMINI,2025,2026,CLUB SOCIAL EZEIZA,BAJA,SUR,
PREMINI,2025,2026,CLUB SOCIAL Y DEPORTIVO NAHUEL,BAJA,SUR,
PREMINI,2025,2026,CLUB SPORTIVO PILAR,BAJA,NORTE,
PREMINI,2025,2026,COMUNICACIONES,BAJA,NORTE,
PREMINI,2025,2026,DEFENSORES DE HURLINGHAM  BLANCO B,BAJA,OESTE,
PREMINI,2025,2026,DEFENSORES DE HURLINGHAM VERDE A,BAJA,OESTE,
PREMINI,2025,2026,DEFENSORES DE MORENO NEGRO,BAJA,OESTE,
PREMINI,2025,2026,DEFENSORES DE MORENO ROJO,BAJA,OESTE,
PREMINI,2025,2026,DEP. MORON BLANCO,BAJA,OESTE,
PREMINI,2025,2026,DEPORTIVO MORON B  ROJO,BAJA,OESTE,
PREMINI,2025,2026,ESTUDIANTIL PORTEÑO A,BAJA,OESTE,
PREMINI,2025,2026,FERROCARRIL OESTE BLANCO (B),BAJA,CENTRO,
PREMINI,2025,2026,FERROCARRIL OESTE NARANJA (C),BAJA,CENTRO,
PREMINI,2025,2026,FERROCARRIL OESTE VERDE (A),BAJA,CENTRO,
PREMINI,2025,2026,INDEPENDIENTE ROJO,BAJA,SUR,
PREMINI,2025,2026,INDIOS U9 BLANCO,BAJA,OESTE,
PREMINI,2025,2026,INDIOS U9 NEGRO,BAJA,OESTE,
PREMINI,2025,2026,INSTITUCION SARMIENTO VERDE A,BAJA,OESTE,
PREMINI,2025,2026,LIBRE,BAJA,NORTE,
PREMINI,2025,2026,LOBOS ATHLETIC CLUB,BAJA,SUR,
PREMINI,2025,2026,MONTE GRANDE A  ROJO,BAJA,SUR,
PREMINI,2025,2026,MONTE GRANDE B NEGRO,BAJA,SUR,
PREMINI,2025,2026,MORON BLANCO,BAJA,OESTE,
PREMINI,2025,2026,MORON ROJO,BAJA,OESTE,
PREMINI,2025,2026,PASO DEL REY SOCIAL CLUB,BAJA,OESTE,
PREMINI,2025,2026,PEDRO ECHAGUE AMARILLO B,BAJA,CENTRO,
PREMINI,2025,2026,PEDRO ECHAGUE AZUL A,BAJA,CENTRO,
PREMINI,2025,2026,PORTEÑO AZUL A,BAJA,OESTE,
PREMINI,2025,2026,PORTEÑO BLANCO B,BAJA,OESTE,
PREMINI,2025,2026,QUILMES A.C.,BAJA,SUR,
PREMINI,2025,2026,SAN FERNANDO AZUL (A),BAJA,NORTE,
PREMINI,2025,2026,SITAS,BAJA,OESTE,
PREMINI,2025,2026,"VICTORIA BLANCO ""B""",BAJA,NORTE,
PREMINI,2025,2026,"VICTORIA NEGRO ""A""",BAJA,NORTE,
PREMINI,2025,2026,VILLEGAS BASQUET,BAJA,SUR,
PREMINI,2025,2026,ALDO BONZI,CAMBIO_REGION,CENTRO-OESTE,CENTRO
PREMINI,2025,2026,ARMENIA,CAMBIO_REGION,CENTRO-OESTE,CENTRO
PREMINI,2025,2026,ATENEO POPULAR VERSAILLES,CAMBIO_REGION,OESTE,CENTRO
PREMINI,2025,2026,CIUDAD DE BUENOS AIRES AZUL A,CAMBIO_REGION,NORTE,CENTRO
PREMINI,2025,2026,CLARIDAD,CAMBIO_REGION,CENTRO-OESTE,OESTE
PREMINI,2025,2026,COLEGIALES BLANCO,CAMBIO_REGION,NORTE,CENTRO
PREMINI,2025,2026,COLEGIALES NEGRO,CAMBIO_REGION,CENTRO,NORTE
PREMINI,2025,2026,COPELLO,CAMBIO_REGION,NORTE,CENTRO
PREMINI,2025,2026,"DEPORTIVO CROVARA  ""A""",CAMBIO_REGION,CENTRO-OESTE,CENTRO
PREMINI,2025,2026,EL TALAR,CAMBIO_REGION,CENTRO,NORTE
PREMINI,2025,2026,ESTRELLA DE BOEDO,CAMBIO_REGION,CENTRO-OESTE,CENTRO
PREMINI,2025,2026,GEVP BLANCO A,CAMBIO_REGION,OESTE,NORTE
PREMINI,2025,2026,GEVP CELESTE B,CAMBIO_REGION,OESTE,CENTRO
PREMINI,2025,2026,"JOSE HERNANDEZ ""A""",CAMBIO_REGION,CENTRO-OESTE,CENTRO
PREMINI,2025,2026,NAUTICO BUCHARDO B,CAMBIO_REGION,NORTE,CENTRO
PREMINI,2025,2026,SAN ANDRES,CAMBIO_REGION,NORTE,CENTRO
PREMINI,2025,2026,UNIVERSIDAD DE LA MATANZA,CAMBIO_REGION,CENTRO,OESTE
PREMINI,2025,2026,VELEZ SARSFIELD AZUL - B,CAMBIO_REGION,CENTRO-OESTE,OESTE
PREMINI,2025,2026,VELEZ SARSFIELD BLANCO - A,CAMBIO_REGION,OESTE,CENTRO
